case:concept:name,concept:name,time:timestamp,sensor,value,quality_flag
Lab_2004-02-28,High_Occupancy,2004-02-28 09:30:00.000000,light,997.0969456506849,True
Lab_2004-02-28,High_Occupancy,2004-02-28 09:45:00.000000,light,1004.0041950166851,True
Lab_2004-02-28,High_Occupancy,2004-02-28 10:00:00.000000,light,1039.3916664334085,True
Lab_2004-02-28,HVAC_Normal,2004-02-28 10:00:00.000000,temperature,22.6268414749099,False
Lab_2004-02-28,High_Occupancy,2004-02-28 10:15:00.000000,light,1078.53552575,True
Lab_2004-02-28,High_Occupancy,2004-02-28 10:30:00.000000,light,1061.4299398659218,True
Lab_2004-02-28,High_Occupancy,2004-02-28 10:45:00.000000,light,1033.1731349538106,True
Lab_2004-02-28,High_Occupancy,2004-02-28 11:00:00.000000,light,1032.6372898726852,True
Lab_2004-02-28,HVAC_Normal,2004-02-28 11:00:00.000000,temperature,23.42694530938124,False
Lab_2004-02-28,High_Occupancy,2004-02-28 11:15:00.000000,light,1057.6003635423926,True
Lab_2004-02-28,High_Occupancy,2004-02-28 11:30:00.000000,light,1065.960727168743,True
Lab_2004-02-28,High_Occupancy,2004-02-28 11:45:00.000000,light,1076.0345087875417,True
Lab_2004-02-28,High_Occupancy,2004-02-28 12:00:00.000000,light,1049.5335280820398,True
Lab_2004-02-28,HVAC_Normal,2004-02-28 12:00:00.000000,temperature,23.850756302054414,False
Lab_2004-02-28,High_Occupancy,2004-02-28 12:15:00.000000,light,1062.353052365827,True
Lab_2004-02-28,High_Occupancy,2004-02-28 12:30:00.000000,light,1064.6473384801761,True
Lab_2004-02-28,High_Occupancy,2004-02-28 12:45:00.000000,light,1073.3463501137655,True
Lab_2004-02-28,High_Occupancy,2004-02-28 13:00:00.000000,light,1086.168624594298,True
Lab_2004-02-28,HVAC_Normal,2004-02-28 13:00:00.000000,temperature,24.41781677419355,True
Lab_2004-02-28,High_Occupancy,2004-02-28 13:15:00.000000,light,1048.8036850856531,True
Lab_2004-02-28,High_Occupancy,2004-02-28 13:30:00.000000,light,1059.605825085324,True
Lab_2004-02-28,High_Occupancy,2004-02-28 13:45:00.000000,light,1084.0170129111111,True
Lab_2004-02-28,High_Occupancy,2004-02-28 14:00:00.000000,light,995.6083413933547,True
Lab_2004-02-28,HVAC_Normal,2004-02-28 14:00:00.000000,temperature,24.30058435904327,False
Lab_2004-02-28,High_Occupancy,2004-02-28 14:15:00.000000,light,934.2126644201312,True
Lab_2004-02-28,High_Occupancy,2004-02-28 14:30:00.000000,light,991.4323589751888,True
Lab_2004-02-28,High_Occupancy,2004-02-28 14:45:00.000000,light,967.3730400950369,True
Lab_2004-02-28,High_Occupancy,2004-02-28 15:00:00.000000,light,841.0685096381909,True
Lab_2004-02-28,HVAC_Normal,2004-02-28 15:00:00.000000,temperature,23.693679868620514,True
Lab_2004-02-28,High_Occupancy,2004-02-28 15:15:00.000000,light,869.4607396793587,True
Lab_2004-02-28,High_Occupancy,2004-02-28 15:30:00.000000,light,699.7094930777203,True
Lab_2004-02-28,High_Occupancy,2004-02-28 15:45:00.000000,light,661.649926126126,True
Lab_2004-02-28,High_Occupancy,2004-02-28 16:00:00.000000,light,646.8805554917234,True
Lab_2004-02-28,HVAC_Normal,2004-02-28 16:00:00.000000,temperature,22.740174253658537,True
Lab_2004-02-28,High_Occupancy,2004-02-28 16:15:00.000000,light,593.0073193973442,True
Lab_2004-02-28,High_Occupancy,2004-02-28 16:30:00.000000,light,519.7672444724104,True
Lab_2004-02-28,High_Occupancy,2004-02-28 16:45:00.000000,light,426.45067296506136,True
Lab_2004-02-28,High_Occupancy,2004-02-28 17:00:00.000000,light,337.34890150433944,False
Lab_2004-02-28,HVAC_Normal,2004-02-28 17:00:00.000000,temperature,21.892943894711188,False
Lab_2004-02-28,High_Occupancy,2004-02-28 17:15:00.000000,light,281.8564724019608,False
Lab_2004-02-28,High_Occupancy,2004-02-28 17:30:00.000000,light,222.6584002694899,True
Lab_2004-02-28,Low_Occupancy,2004-02-28 17:45:00.000000,light,151.04220434955315,False
Lab_2004-02-28,Low_Occupancy,2004-02-28 18:00:00.000000,light,87.05543868200836,False
Lab_2004-02-28,HVAC_Normal,2004-02-28 18:00:00.000000,temperature,20.957343332480164,False
Lab_2004-02-28,Low_Occupancy,2004-02-28 18:15:00.000000,light,77.92499347001024,False
Lab_2004-02-28,Low_Occupancy,2004-02-28 18:30:00.000000,light,80.05754425507246,False
Lab_2004-02-28,Low_Occupancy,2004-02-28 18:45:00.000000,light,79.92037958353175,False
Lab_2004-02-28,Low_Occupancy,2004-02-28 19:00:00.000000,light,78.84338379729468,False
Lab_2004-02-28,HVAC_Heating_Active,2004-02-28 19:00:00.000000,temperature,20.384395421334634,False
Lab_2004-02-28,Low_Occupancy,2004-02-28 19:15:00.000000,light,80.47081267034483,False
Lab_2004-02-28,Low_Occupancy,2004-02-28 19:30:00.000000,light,92.12502344796115,False
Lab_2004-02-28,Low_Occupancy,2004-02-28 19:45:00.000000,light,96.80966814951266,False
Lab_2004-02-28,Low_Occupancy,2004-02-28 20:00:00.000000,light,97.88918964360587,False
Lab_2004-02-28,HVAC_Heating_Active,2004-02-28 20:00:00.000000,temperature,20.0282566,False
Lab_2004-02-28,Low_Occupancy,2004-02-28 20:15:00.000000,light,102.23265721951219,False
Lab_2004-02-28,Low_Occupancy,2004-02-28 20:30:00.000000,light,99.85834585365853,False
Lab_2004-02-28,Low_Occupancy,2004-02-28 20:45:00.000000,light,98.98577384538152,False
Lab_2004-02-28,Low_Occupancy,2004-02-28 21:00:00.000000,light,102.0633284425,True
Lab_2004-02-28,HVAC_Heating_Active,2004-02-28 21:00:00.000000,temperature,19.612492963879266,True
Lab_2004-02-28,Low_Occupancy,2004-02-28 21:15:00.000000,light,90.42767911765912,False
Lab_2004-02-28,Low_Occupancy,2004-02-28 21:30:00.000000,light,80.49486234042554,False
Lab_2004-02-28,Low_Occupancy,2004-02-28 21:45:00.000000,light,79.51721135673077,False
Lab_2004-02-28,Low_Occupancy,2004-02-28 22:00:00.000000,light,75.78061466435845,False
Lab_2004-02-28,HVAC_Heating_Active,2004-02-28 22:00:00.000000,temperature,19.139552172795064,False
Lab_2004-02-28,Low_Occupancy,2004-02-28 22:15:00.000000,light,75.6388913276907,False
Lab_2004-02-28,Low_Occupancy,2004-02-28 22:30:00.000000,light,72.23318382956879,False
Lab_2004-02-28,Unoccupied,2004-02-28 22:45:00.000000,light,49.86806597336065,False
Lab_2004-02-28,Lab_Closing,2004-02-28 22:59:52.390958,light,1.0,False
Lab_2004-02-28,Unoccupied,2004-02-28 23:00:00.000000,light,43.86303331100386,False
Lab_2004-02-28,HVAC_Heating_Active,2004-02-28 23:00:00.000000,temperature,18.710871704745166,False
Lab_2004-02-28,Unoccupied,2004-02-28 23:15:00.000000,light,44.34152240988671,False
Lab_2004-02-28,Unoccupied,2004-02-28 23:30:00.000000,light,43.58954000020202,False
Lab_2004-02-28,Unoccupied,2004-02-28 23:45:00.000000,light,44.20266071034482,False
Lab_2004-02-29,Unoccupied,2004-02-29 00:00:00.000000,light,44.7088678669363,False
Lab_2004-02-29,HVAC_Heating_Active,2004-02-29 00:00:00.000000,temperature,18.329112535247372,False
Lab_2004-02-29,Unoccupied,2004-02-29 00:15:00.000000,light,44.02757415662651,False
Lab_2004-02-29,Unoccupied,2004-02-29 00:30:00.000000,light,44.19789238145417,False
Lab_2004-02-29,Unoccupied,2004-02-29 00:45:00.000000,light,42.971387404343325,False
Lab_2004-02-29,Unoccupied,2004-02-29 01:00:00.000000,light,44.38458461618257,False
Lab_2004-02-29,HVAC_Heating_Active,2004-02-29 01:00:00.000000,temperature,17.848642668834415,True
Lab_2004-02-29,Unoccupied,2004-02-29 01:15:00.000000,light,44.386609577889445,False
Lab_2004-02-29,Unoccupied,2004-02-29 01:30:00.000000,light,42.72216955296404,True
Lab_2004-02-29,Unoccupied,2004-02-29 01:45:00.000000,light,42.59189744301289,False
Lab_2004-02-29,Unoccupied,2004-02-29 02:00:00.000000,light,43.59466887617066,False
Lab_2004-02-29,HVAC_Heating_Active,2004-02-29 02:00:00.000000,temperature,17.452473519610354,False
Lab_2004-02-29,Unoccupied,2004-02-29 02:15:00.000000,light,43.53106339506173,False
Lab_2004-02-29,Unoccupied,2004-02-29 02:30:00.000000,light,43.459134197044335,False
Lab_2004-02-29,Unoccupied,2004-02-29 02:45:00.000000,light,42.439447124868835,False
Lab_2004-02-29,Unoccupied,2004-02-29 03:00:00.000000,light,41.99799959432049,False
Lab_2004-02-29,HVAC_Heating_Active,2004-02-29 03:00:00.000000,temperature,17.13015491037617,False
Lab_2004-02-29,Unoccupied,2004-02-29 03:15:00.000000,light,41.07232387096774,False
Lab_2004-02-29,Unoccupied,2004-02-29 03:30:00.000000,light,43.370014134520275,False
Lab_2004-02-29,Unoccupied,2004-02-29 03:45:00.000000,light,42.78114899176955,False
Lab_2004-02-29,Unoccupied,2004-02-29 04:00:00.000000,light,43.89414896169355,False
Lab_2004-02-29,HVAC_Heating_Active,2004-02-29 04:00:00.000000,temperature,16.876558787723784,True
Lab_2004-02-29,Unoccupied,2004-02-29 04:15:00.000000,light,42.094386763819095,False
Lab_2004-02-29,Unoccupied,2004-02-29 04:30:00.000000,light,44.209385812701825,False
Lab_2004-02-29,Unoccupied,2004-02-29 04:45:00.000000,light,44.01010861027191,True
Lab_2004-02-29,Unoccupied,2004-02-29 05:00:00.000000,light,41.72440818921668,False
Lab_2004-02-29,HVAC_Heating_Active,2004-02-29 05:00:00.000000,temperature,16.6019928469022,True
Lab_2004-02-29,Unoccupied,2004-02-29 05:15:00.000000,light,43.371047213983054,True
Lab_2004-02-29,Unoccupied,2004-02-29 05:30:00.000000,light,42.96515571150098,False
Lab_2004-02-29,Unoccupied,2004-02-29 05:45:00.000000,light,42.41360119747899,False
Lab_2004-02-29,Unoccupied,2004-02-29 06:00:00.000000,light,43.59571068743287,False
Lab_2004-02-29,HVAC_Heating_Active,2004-02-29 06:00:00.000000,temperature,16.361223140625,True
Lab_2004-02-29,Lab_Opening,2004-02-29 06:00:20.613001,light,1.0,False
Lab_2004-02-29,Unoccupied,2004-02-29 06:15:00.000000,light,41.821924819274614,True
Lab_2004-02-29,Unoccupied,2004-02-29 06:30:00.000000,light,46.002456272912426,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 06:45:00.000000,light,67.6894311862643,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 07:00:00.000000,light,99.88697513052209,False
Lab_2004-02-29,HVAC_Heating_Active,2004-02-29 07:00:00.000000,temperature,16.407630439911525,True
Lab_2004-02-29,Low_Occupancy,2004-02-29 07:15:00.000000,light,152.1099328728729,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 07:30:00.000000,light,191.28797464828898,True
Lab_2004-02-29,High_Occupancy,2004-02-29 07:45:00.000000,light,297.69128471106757,True
Lab_2004-02-29,High_Occupancy,2004-02-29 08:00:00.000000,light,672.3411461167002,True
Lab_2004-02-29,HVAC_Heating_Active,2004-02-29 08:00:00.000000,temperature,18.21859866220736,False
Lab_2004-02-29,High_Occupancy,2004-02-29 08:15:00.000000,light,761.625236906019,True
Lab_2004-02-29,High_Occupancy,2004-02-29 08:30:00.000000,light,881.4424182352941,True
Lab_2004-02-29,High_Occupancy,2004-02-29 08:45:00.000000,light,878.9430746092977,True
Lab_2004-02-29,High_Occupancy,2004-02-29 09:00:00.000000,light,827.3396723028391,True
Lab_2004-02-29,HVAC_Heating_Active,2004-02-29 09:00:00.000000,temperature,19.867391624874625,False
Lab_2004-02-29,High_Occupancy,2004-02-29 09:15:00.000000,light,857.5061844433498,True
Lab_2004-02-29,High_Occupancy,2004-02-29 09:30:00.000000,light,654.011509406037,True
Lab_2004-02-29,High_Occupancy,2004-02-29 09:45:00.000000,light,612.4164400502513,True
Lab_2004-02-29,High_Occupancy,2004-02-29 10:00:00.000000,light,841.4783010834236,True
Lab_2004-02-29,HVAC_Heating_Active,2004-02-29 10:00:00.000000,temperature,20.235281874495016,False
Lab_2004-02-29,High_Occupancy,2004-02-29 10:15:00.000000,light,866.155871046892,True
Lab_2004-02-29,High_Occupancy,2004-02-29 10:30:00.000000,light,840.5698016059957,True
Lab_2004-02-29,High_Occupancy,2004-02-29 10:45:00.000000,light,864.1994629499467,True
Lab_2004-02-29,High_Occupancy,2004-02-29 11:00:00.000000,light,835.9789940679711,True
Lab_2004-02-29,HVAC_Normal,2004-02-29 11:00:00.000000,temperature,20.834811842776926,False
Lab_2004-02-29,High_Occupancy,2004-02-29 11:15:00.000000,light,847.6919604288703,True
Lab_2004-02-29,High_Occupancy,2004-02-29 11:30:00.000000,light,788.2475434710744,True
Lab_2004-02-29,High_Occupancy,2004-02-29 11:45:00.000000,light,807.7515774682307,True
Lab_2004-02-29,High_Occupancy,2004-02-29 12:00:00.000000,light,817.1231632335329,True
Lab_2004-02-29,HVAC_Normal,2004-02-29 12:00:00.000000,temperature,20.95817171617972,False
Lab_2004-02-29,High_Occupancy,2004-02-29 12:15:00.000000,light,749.9983893639921,True
Lab_2004-02-29,High_Occupancy,2004-02-29 12:30:00.000000,light,717.8151545221674,True
Lab_2004-02-29,High_Occupancy,2004-02-29 12:45:00.000000,light,805.7342801353965,True
Lab_2004-02-29,High_Occupancy,2004-02-29 13:00:00.000000,light,847.5482209451219,True
Lab_2004-02-29,HVAC_Normal,2004-02-29 13:00:00.000000,temperature,21.236433955600404,False
Lab_2004-02-29,High_Occupancy,2004-02-29 13:15:00.000000,light,865.6148050297619,True
Lab_2004-02-29,High_Occupancy,2004-02-29 13:30:00.000000,light,850.171437959799,True
Lab_2004-02-29,High_Occupancy,2004-02-29 13:45:00.000000,light,873.2505246264074,True
Lab_2004-02-29,High_Occupancy,2004-02-29 14:00:00.000000,light,661.3836098161389,True
Lab_2004-02-29,HVAC_Normal,2004-02-29 14:00:00.000000,temperature,21.257696737835154,True
Lab_2004-02-29,High_Occupancy,2004-02-29 14:15:00.000000,light,779.4552387311178,True
Lab_2004-02-29,High_Occupancy,2004-02-29 14:30:00.000000,light,877.317207191448,True
Lab_2004-02-29,High_Occupancy,2004-02-29 14:45:00.000000,light,644.468233460039,True
Lab_2004-02-29,High_Occupancy,2004-02-29 15:00:00.000000,light,491.51768566666664,True
Lab_2004-02-29,HVAC_Normal,2004-02-29 15:00:00.000000,temperature,20.710538887490564,False
Lab_2004-02-29,High_Occupancy,2004-02-29 15:15:00.000000,light,414.70141097584536,False
Lab_2004-02-29,High_Occupancy,2004-02-29 15:30:00.000000,light,351.10790474059,False
Lab_2004-02-29,High_Occupancy,2004-02-29 15:45:00.000000,light,308.4874911055277,False
Lab_2004-02-29,High_Occupancy,2004-02-29 16:00:00.000000,light,286.6402154960317,False
Lab_2004-02-29,HVAC_Heating_Active,2004-02-29 16:00:00.000000,temperature,19.990136,False
Lab_2004-02-29,High_Occupancy,2004-02-29 16:15:00.000000,light,234.58983996055227,False
Lab_2004-02-29,High_Occupancy,2004-02-29 16:30:00.000000,light,209.77737103935416,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 16:45:00.000000,light,199.9680317588933,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 17:00:00.000000,light,185.07218609848485,False
Lab_2004-02-29,HVAC_Heating_Active,2004-02-29 17:00:00.000000,temperature,19.58229034671988,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 17:15:00.000000,light,145.69272725024726,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 17:30:00.000000,light,117.74827638124363,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 17:45:00.000000,light,108.56433422476587,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 18:00:00.000000,light,95.68605055555555,False
Lab_2004-02-29,HVAC_Heating_Active,2004-02-29 18:00:00.000000,temperature,19.126941726618703,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 18:15:00.000000,light,91.42900091930541,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 18:30:00.000000,light,91.67632304210527,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 18:45:00.000000,light,93.423505580222,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 19:00:00.000000,light,93.84538736153071,False
Lab_2004-02-29,HVAC_Heating_Active,2004-02-29 19:00:00.000000,temperature,18.84423771313942,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 19:15:00.000000,light,93.74506977,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 19:30:00.000000,light,95.56497289655174,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 19:45:00.000000,light,91.75078863265306,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 20:00:00.000000,light,91.70217828542094,False
Lab_2004-02-29,HVAC_Heating_Active,2004-02-29 20:00:00.000000,temperature,18.625393000514666,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 20:15:00.000000,light,87.85002168399168,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 20:30:00.000000,light,91.80630406349205,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 20:45:00.000000,light,90.98258568159204,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 21:00:00.000000,light,94.08599793969849,False
Lab_2004-02-29,HVAC_Heating_Active,2004-02-29 21:00:00.000000,temperature,18.47806580937973,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 21:15:00.000000,light,78.78326366849038,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 21:30:00.000000,light,79.87069779980177,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 21:45:00.000000,light,85.27056326153847,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 22:00:00.000000,light,82.8914763002944,False
Lab_2004-02-29,HVAC_Heating_Active,2004-02-29 22:00:00.000000,temperature,18.28285930485339,True
Lab_2004-02-29,Low_Occupancy,2004-02-29 22:15:00.000000,light,71.32528066189967,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 22:30:00.000000,light,67.66368808403193,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 22:45:00.000000,light,69.3807651654965,True
Lab_2004-02-29,Lab_Closing,2004-02-29 22:59:59.331887,light,1.0,True
Lab_2004-02-29,Low_Occupancy,2004-02-29 23:00:00.000000,light,69.34691258311557,False
Lab_2004-02-29,HVAC_Heating_Active,2004-02-29 23:00:00.000000,temperature,18.06149317540323,True
Lab_2004-02-29,Low_Occupancy,2004-02-29 23:15:00.000000,light,66.617323627153,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 23:30:00.000000,light,67.81717128256514,False
Lab_2004-02-29,Low_Occupancy,2004-02-29 23:45:00.000000,light,69.46487397183384,True
Lab_2004-03-01,Low_Occupancy,2004-03-01 00:00:00.000000,light,69.0117546012605,False
Lab_2004-03-01,HVAC_Heating_Active,2004-03-01 00:00:00.000000,temperature,17.86419697522816,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 00:15:00.000000,light,67.9396762446352,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 00:30:00.000000,light,64.87080661885246,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 00:45:00.000000,light,66.19033528205128,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 01:00:00.000000,light,65.54819918304034,False
Lab_2004-03-01,HVAC_Heating_Active,2004-03-01 01:00:00.000000,temperature,17.585348188405796,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 01:15:00.000000,light,64.59264841140529,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 01:30:00.000000,light,67.82843546511629,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 01:45:00.000000,light,63.1965739628483,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 02:00:00.000000,light,65.86360865284973,False
Lab_2004-03-01,HVAC_Heating_Active,2004-03-01 02:00:00.000000,temperature,17.36051449493638,True
Lab_2004-03-01,Low_Occupancy,2004-03-01 02:15:00.000000,light,66.19476313368985,True
Lab_2004-03-01,Low_Occupancy,2004-03-01 02:30:00.000000,light,61.42043502522704,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 02:45:00.000000,light,63.75586322210636,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 03:00:00.000000,light,63.53760329713722,False
Lab_2004-03-01,HVAC_Heating_Active,2004-03-01 03:00:00.000000,temperature,17.22413750190791,True
Lab_2004-03-01,Low_Occupancy,2004-03-01 03:15:00.000000,light,64.39704594427245,True
Lab_2004-03-01,Low_Occupancy,2004-03-01 03:30:00.000000,light,64.14517218522373,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 03:45:00.000000,light,63.10675815602837,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 04:00:00.000000,light,64.51969161256544,False
Lab_2004-03-01,HVAC_Heating_Active,2004-03-01 04:00:00.000000,temperature,16.99981477392219,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 04:15:00.000000,light,63.58832710251046,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 04:30:00.000000,light,61.36125499484004,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 04:45:00.000000,light,63.461444036796536,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 05:00:00.000000,light,63.931660834191554,False
Lab_2004-03-01,HVAC_Heating_Active,2004-03-01 05:00:00.000000,temperature,16.68778769873418,True
Lab_2004-03-01,Low_Occupancy,2004-03-01 05:15:00.000000,light,62.51279815762538,True
Lab_2004-03-01,Low_Occupancy,2004-03-01 05:30:00.000000,light,61.992490730503455,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 05:45:00.000000,light,61.82753456477733,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 06:00:00.000000,light,61.411419206680584,False
Lab_2004-03-01,HVAC_Heating_Active,2004-03-01 06:00:00.000000,temperature,16.45310132061069,True
Lab_2004-03-01,Lab_Opening,2004-03-01 06:00:01.553180,light,1.0,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 06:15:00.000000,light,60.26099961896907,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 06:30:00.000000,light,62.06245505882353,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 06:45:00.000000,light,73.7570880733945,True
Lab_2004-03-01,Low_Occupancy,2004-03-01 07:00:00.000000,light,104.38517682008369,False
Lab_2004-03-01,HVAC_Normal,2004-03-01 07:00:00.000000,temperature,20.776511711711713,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 07:15:00.000000,light,162.22753209775965,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 07:30:00.000000,light,166.96316557053942,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 07:45:00.000000,light,126.23509056968464,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 08:00:00.000000,light,188.9373348756219,False
Lab_2004-03-01,HVAC_Normal,2004-03-01 08:00:00.000000,temperature,21.554634952938184,False
Lab_2004-03-01,High_Occupancy,2004-03-01 08:15:00.000000,light,331.29108080121705,True
Lab_2004-03-01,Low_Occupancy,2004-03-01 08:30:00.000000,light,138.99181230932203,False
Lab_2004-03-01,Low_Occupancy,2004-03-01 08:45:00.000000,light,146.08666437751003,False
Lab_2004-03-01,High_Occupancy,2004-03-01 09:00:00.000000,light,254.5132829460581,False
Lab_2004-03-01,HVAC_Normal,2004-03-01 09:00:00.000000,temperature,22.746115037974683,False
