case_id,activity,timestamp,resource,cooler_condition,valve_condition,pump_condition,accumulator_condition,stable_flag_x,temp_increase_rate,initial_temp,load_temp,vibration,steady_state_temp,temp_stability,cooling_efficiency,cooling_power,final_temp,max_temp,temp_rise,cycle_number,cooler,valve,pump,accumulator,stable_flag_y
Cycle_0005,Cycle_Complete,2004-01-01 00:05:00,hydraulic_system,,,,,,,,,,,,,,40.391,40.391,0.9299999999999997,4,3,100,0,130,1
Cycle_0006,Cycle_Start,2004-01-01 00:05:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,5,3,100,0,130,1
Cycle_0006,System_Initialization,2004-01-01 00:05:05,hydraulic_system,,,,,,-0.06870000000000047,40.398,,,,,,,,,,5,3,100,0,130,1
Cycle_0006,Load_Application,2004-01-01 00:05:15,hydraulic_system,,,,,,,,39.9848,0.5558000000000001,,,,,,,,5,3,100,0,130,1
Cycle_0006,Steady_State_Reached,2004-01-01 00:05:35,hydraulic_system,,,,,,,,,,40.90829999999999,0.2398929136093855,,,,,,5,3,100,0,130,1
Cycle_0006,Cooling_Active,2004-01-01 00:05:30,cooler,,,,,,,,,,,,19.149683333333336,1.072083333333333,,,,5,3,100,0,130,1
Cycle_0006,Cycle_Complete,2004-01-01 00:06:00,hydraulic_system,,,,,,,,,,,,,,41.227,41.227,0.8289999999999935,5,3,100,0,130,1
Cycle_0007,Cycle_Start,2004-01-01 00:06:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,6,3,100,0,130,1
Cycle_0007,System_Initialization,2004-01-01 00:06:05,hydraulic_system,,,,,,-0.06839999999999975,41.223,,,,,,,,,,6,3,100,0,130,1
Cycle_0007,Load_Application,2004-01-01 00:06:15,hydraulic_system,,,,,,,,40.7934,0.5533,,,,,,,,6,3,100,0,130,1
Cycle_0007,Steady_State_Reached,2004-01-01 00:06:35,hydraulic_system,,,,,,,,,,41.6957,0.24657522854766517,,,,,,6,3,100,0,130,1
Cycle_0007,Cooling_Active,2004-01-01 00:06:30,cooler,,,,,,,,,,,,18.666383333333332,1.0816833333333333,,,,6,3,100,0,130,1
Cycle_0007,Cycle_Complete,2004-01-01 00:07:00,hydraulic_system,,,,,,,,,,,,,,42.062,42.062,0.8389999999999986,6,3,100,0,130,1
Cycle_0008,Cycle_Start,2004-01-01 00:07:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,7,3,100,0,130,1
Cycle_0008,System_Initialization,2004-01-01 00:07:05,hydraulic_system,,,,,,-0.07340000000000017,42.043,,,,,,,,,,7,3,100,0,130,1
Cycle_0008,Load_Application,2004-01-01 00:07:15,hydraulic_system,,,,,,,,41.5676,0.5530000000000002,,,,,,,,7,3,100,0,130,1
Cycle_0008,Steady_State_Reached,2004-01-01 00:07:35,hydraulic_system,,,,,,,,,,42.451766666666664,0.21991311668222288,,,,,,7,3,100,0,130,1
Cycle_0008,Cooling_Active,2004-01-01 00:07:30,cooler,,,,,,,,,,,,18.17843333333333,1.0787,,,,7,3,100,0,130,1
Cycle_0008,Cycle_Complete,2004-01-01 00:08:00,hydraulic_system,,,,,,,,,,,,,,42.73,42.734,0.6869999999999976,7,3,100,0,130,1
Cycle_0009,Cycle_Start,2004-01-01 00:08:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,8,3,100,0,130,1
Cycle_0009,System_Initialization,2004-01-01 00:08:05,hydraulic_system,,,,,,-0.06559999999999988,42.73,,,,,,,,,,8,3,100,0,130,1
Cycle_0009,Load_Application,2004-01-01 00:08:15,hydraulic_system,,,,,,,,42.272200000000005,0.546,,,,,,,,8,3,100,0,130,1
Cycle_0009,Steady_State_Reached,2004-01-01 00:08:35,hydraulic_system,,,,,,,,,,43.118,0.21096982406654005,,,,,,8,3,100,0,130,1
Cycle_0009,Cooling_Active,2004-01-01 00:08:30,cooler,,,,,,,,,,,,18.334866666666667,1.1150833333333334,,,,8,3,100,0,130,1
Cycle_0009,Cycle_Complete,2004-01-01 00:09:00,hydraulic_system,,,,,,,,,,,,,,43.395,43.41,0.6650000000000063,8,3,100,0,130,1
Cycle_0010,Cycle_Start,2004-01-01 00:09:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,9,3,100,0,130,1
Cycle_0010,System_Initialization,2004-01-01 00:09:05,hydraulic_system,,,,,,-0.07190000000000012,43.379,,,,,,,,,,9,3,100,0,130,1
Cycle_0010,Load_Application,2004-01-01 00:09:15,hydraulic_system,,,,,,,,42.9057,0.5471,,,,,,,,9,3,100,0,130,1
Cycle_0010,Steady_State_Reached,2004-01-01 00:09:35,hydraulic_system,,,,,,,,,,43.7498,0.2254521974462287,,,,,,9,3,100,0,130,1
Cycle_0010,Cooling_Active,2004-01-01 00:09:30,cooler,,,,,,,,,,,,18.205733333333335,1.1291333333333333,,,,9,3,100,0,130,1
Cycle_0010,Cycle_Complete,2004-01-01 00:10:00,hydraulic_system,,,,,,,,,,,,,,44.012,44.012,0.6330000000000027,9,3,100,0,130,1
Cycle_0011,Cycle_Start,2004-01-01 00:10:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,10,3,100,0,130,1
Cycle_0011,System_Initialization,2004-01-01 00:10:05,hydraulic_system,,,,,,-0.06759999999999948,43.992,,,,,,,,,,10,3,100,0,130,1
Cycle_0011,Load_Application,2004-01-01 00:10:15,hydraulic_system,,,,,,,,43.517199999999995,0.5433000000000001,,,,,,,,10,3,100,0,130,1
Cycle_0011,Steady_State_Reached,2004-01-01 00:10:35,hydraulic_system,,,,,,,,,,44.307233333333336,0.19142530019711448,,,,,,10,3,100,0,130,1
Cycle_0011,Cooling_Active,2004-01-01 00:10:30,cooler,,,,,,,,,,,,18.112016666666666,1.1453500000000003,,,,10,3,100,0,130,1
Cycle_0011,Cycle_Complete,2004-01-01 00:11:00,hydraulic_system,,,,,,,,,,,,,,44.566,44.582,0.5740000000000052,10,3,100,0,130,1
Cycle_0012,Cycle_Start,2004-01-01 00:11:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,11,3,100,0,130,1
Cycle_0012,System_Initialization,2004-01-01 00:11:05,hydraulic_system,,,,,,-0.06760000000000019,44.594,,,,,,,,,,11,3,100,0,130,1
Cycle_0012,Load_Application,2004-01-01 00:11:15,hydraulic_system,,,,,,,,44.0643,0.5551,,,,,,,,11,3,100,0,130,1
Cycle_0012,Steady_State_Reached,2004-01-01 00:11:35,hydraulic_system,,,,,,,,,,44.83626666666667,0.1908760388896997,,,,,,11,3,100,0,130,1
Cycle_0012,Cooling_Active,2004-01-01 00:11:30,cooler,,,,,,,,,,,,18.06883333333333,1.1645833333333333,,,,11,3,100,0,130,1
Cycle_0012,Cycle_Complete,2004-01-01 00:12:00,hydraulic_system,,,,,,,,,,,,,,45.09,45.09,0.4960000000000022,11,3,100,0,130,1
Cycle_0013,Cycle_Start,2004-01-01 00:12:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,12,3,100,0,130,1
Cycle_0013,System_Initialization,2004-01-01 00:12:05,hydraulic_system,,,,,,-0.06839999999999975,45.082,,,,,,,,,,12,3,100,0,130,1
Cycle_0013,Load_Application,2004-01-01 00:12:15,hydraulic_system,,,,,,,,44.6237,0.5690999999999999,,,,,,,,12,3,100,0,130,1
Cycle_0013,Steady_State_Reached,2004-01-01 00:12:35,hydraulic_system,,,,,,,,,,45.3415,0.20194747666988364,,,,,,12,3,100,0,130,1
Cycle_0013,Cooling_Active,2004-01-01 00:12:30,cooler,,,,,,,,,,,,17.742283333333333,1.1629666666666665,,,,12,3,100,0,130,1
Cycle_0013,Cycle_Complete,2004-01-01 00:13:00,hydraulic_system,,,,,,,,,,,,,,45.59,45.605,0.5080000000000027,12,3,100,0,130,1
Cycle_0014,Cycle_Start,2004-01-01 00:13:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,13,3,100,0,130,1
Cycle_0014,System_Initialization,2004-01-01 00:13:05,hydraulic_system,,,,,,-0.06599999999999966,45.574,,,,,,,,,,13,3,100,0,130,1
Cycle_0014,Load_Application,2004-01-01 00:13:15,hydraulic_system,,,,,,,,45.0544,0.5717,,,,,,,,13,3,100,0,130,1
Cycle_0014,Steady_State_Reached,2004-01-01 00:13:35,hydraulic_system,,,,,,,,,,45.820166666666665,0.2007318415753267,,,,,,13,3,100,0,130,1
Cycle_0014,Cooling_Active,2004-01-01 00:13:30,cooler,,,,,,,,,,,,17.67815,1.1798999999999997,,,,13,3,100,0,130,1
Cycle_0014,Cycle_Complete,2004-01-01 00:14:00,hydraulic_system,,,,,,,,,,,,,,46.082,46.082,0.5080000000000027,13,3,100,0,130,1
Cycle_0015,Cycle_Start,2004-01-01 00:14:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,14,3,100,0,130,1
Cycle_0015,System_Initialization,2004-01-01 00:14:05,hydraulic_system,,,,,,-0.06559999999999988,45.992,,,,,,,,,,14,3,100,0,130,1
Cycle_0015,Load_Application,2004-01-01 00:14:15,hydraulic_system,,,,,,,,45.5494,0.5616,,,,,,,,14,3,100,0,130,1
Cycle_0015,Steady_State_Reached,2004-01-01 00:14:35,hydraulic_system,,,,,,,,,,46.23913333333334,0.17320849350485729,,,,,,14,3,100,0,130,1
Cycle_0015,Cooling_Active,2004-01-01 00:14:30,cooler,,,,,,,,,,,,17.778833333333335,1.2018666666666666,,,,14,3,100,0,130,1
Cycle_0015,Cycle_Complete,2004-01-01 00:15:00,hydraulic_system,,,,,,,,,,,,,,46.414,46.434,0.42200000000000415,14,3,100,0,130,1
Cycle_0016,Cycle_Start,2004-01-01 00:15:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,15,3,100,0,130,1
Cycle_0016,System_Initialization,2004-01-01 00:15:05,hydraulic_system,,,,,,-0.058599999999999854,46.422,,,,,,,,,,15,3,100,0,130,1
Cycle_0016,Load_Application,2004-01-01 00:15:15,hydraulic_system,,,,,,,,45.9293,0.5651,,,,,,,,15,3,100,0,130,1
Cycle_0016,Steady_State_Reached,2004-01-01 00:15:35,hydraulic_system,,,,,,,,,,46.650600000000004,0.1952703425168979,,,,,,15,3,100,0,130,1
Cycle_0016,Cooling_Active,2004-01-01 00:15:30,cooler,,,,,,,,,,,,17.692366666666665,1.2073833333333335,,,,15,3,100,0,130,1
Cycle_0016,Cycle_Complete,2004-01-01 00:16:00,hydraulic_system,,,,,,,,,,,,,,46.766,46.867,0.3440000000000012,15,3,100,0,130,1
Cycle_0017,Cycle_Start,2004-01-01 00:16:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,16,3,100,0,130,1
Cycle_0017,System_Initialization,2004-01-01 00:16:05,hydraulic_system,,,,,,-0.05820000000000007,46.762,,,,,,,,,,16,3,100,0,130,1
Cycle_0017,Load_Application,2004-01-01 00:16:15,hydraulic_system,,,,,,,,46.3133,0.5649,,,,,,,,16,3,100,0,130,1
Cycle_0017,Steady_State_Reached,2004-01-01 00:16:35,hydraulic_system,,,,,,,,,,47.01623333333334,0.19760898821213094,,,,,,16,3,100,0,130,1
Cycle_0017,Cooling_Active,2004-01-01 00:16:30,cooler,,,,,,,,,,,,17.72151666666667,1.219616666666667,,,,16,3,100,0,130,1
Cycle_0017,Cycle_Complete,2004-01-01 00:17:00,hydraulic_system,,,,,,,,,,,,,,47.18,47.246,0.41799999999999926,16,3,100,0,130,1
Cycle_0018,Cycle_Start,2004-01-01 00:17:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,17,3,100,0,130,1
Cycle_0018,System_Initialization,2004-01-01 00:17:05,hydraulic_system,,,,,,-0.06290000000000048,47.203,,,,,,,,,,17,3,100,0,130,1
Cycle_0018,Load_Application,2004-01-01 00:17:15,hydraulic_system,,,,,,,,46.651300000000006,0.5803,,,,,,,,17,3,100,0,130,1
Cycle_0018,Steady_State_Reached,2004-01-01 00:17:35,hydraulic_system,,,,,,,,,,47.32716666666666,0.1908919560612471,,,,,,17,3,100,0,130,1
Cycle_0018,Cooling_Active,2004-01-01 00:17:30,cooler,,,,,,,,,,,,17.820149999999998,1.2421833333333332,,,,17,3,100,0,130,1
Cycle_0018,Cycle_Complete,2004-01-01 00:18:00,hydraulic_system,,,,,,,,,,,,,,47.437,47.531,0.23399999999999466,17,3,100,0,130,1
Cycle_0019,Cycle_Start,2004-01-01 00:18:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,18,3,100,0,130,1
Cycle_0019,System_Initialization,2004-01-01 00:18:05,hydraulic_system,,,,,,-0.05940000000000012,47.453,,,,,,,,,,18,3,100,0,130,1
Cycle_0019,Load_Application,2004-01-01 00:18:15,hydraulic_system,,,,,,,,46.963800000000006,0.5860000000000001,,,,,,,,18,3,100,0,130,1
Cycle_0019,Steady_State_Reached,2004-01-01 00:18:35,hydraulic_system,,,,,,,,,,47.634066666666676,0.1800375763247462,,,,,,18,3,100,0,130,1
Cycle_0019,Cooling_Active,2004-01-01 00:18:30,cooler,,,,,,,,,,,,17.555983333333337,1.2353166666666666,,,,18,3,100,0,130,1
Cycle_0019,Cycle_Complete,2004-01-01 00:19:00,hydraulic_system,,,,,,,,,,,,,,47.84,47.855,0.38700000000000045,18,3,100,0,130,1
Cycle_0020,Cycle_Start,2004-01-01 00:19:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,19,3,100,0,130,1
Cycle_0020,System_Initialization,2004-01-01 00:19:05,hydraulic_system,,,,,,-0.0570999999999998,47.762,,,,,,,,,,19,3,100,0,130,1
Cycle_0020,Load_Application,2004-01-01 00:19:15,hydraulic_system,,,,,,,,47.25619999999999,0.5862,,,,,,,,19,3,100,0,130,1
Cycle_0020,Steady_State_Reached,2004-01-01 00:19:35,hydraulic_system,,,,,,,,,,47.910700000000006,0.1783134225645024,,,,,,19,3,100,0,130,1
Cycle_0020,Cooling_Active,2004-01-01 00:19:30,cooler,,,,,,,,,,,,17.66436666666667,1.2561166666666668,,,,19,3,100,0,130,1
Cycle_0020,Cycle_Complete,2004-01-01 00:20:00,hydraulic_system,,,,,,,,,,,,,,48.023,48.109,0.2610000000000028,19,3,100,0,130,1
Cycle_0021,Cycle_Start,2004-01-01 00:20:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,20,3,100,0,130,1
Cycle_0021,System_Initialization,2004-01-01 00:20:05,hydraulic_system,,,,,,-0.062100000000000224,48.027,,,,,,,,,,20,3,100,0,130,1
Cycle_0021,Load_Application,2004-01-01 00:20:15,hydraulic_system,,,,,,,,47.5433,0.5932000000000001,,,,,,,,20,3,100,0,130,1
Cycle_0021,Steady_State_Reached,2004-01-01 00:20:35,hydraulic_system,,,,,,,,,,48.191266666666664,0.1887460257123911,,,,,,20,3,100,0,130,1
Cycle_0021,Cooling_Active,2004-01-01 00:20:30,cooler,,,,,,,,,,,,17.734166666666667,1.2668833333333331,,,,20,3,100,0,130,1
Cycle_0021,Cycle_Complete,2004-01-01 00:21:00,hydraulic_system,,,,,,,,,,,,,,48.32,48.453,0.29299999999999926,20,3,100,0,130,1
Cycle_0022,Cycle_Start,2004-01-01 00:21:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,21,3,100,0,130,1
Cycle_0022,System_Initialization,2004-01-01 00:21:05,hydraulic_system,,,,,,-0.061699999999999734,48.336,,,,,,,,,,21,3,100,0,130,1
Cycle_0022,Load_Application,2004-01-01 00:21:15,hydraulic_system,,,,,,,,47.8048,0.6127999999999999,,,,,,,,21,3,100,0,130,1
Cycle_0022,Steady_State_Reached,2004-01-01 00:21:35,hydraulic_system,,,,,,,,,,48.423966666666665,0.1556893238329312,,,,,,21,3,100,0,130,1
Cycle_0022,Cooling_Active,2004-01-01 00:21:30,cooler,,,,,,,,,,,,17.942616666666666,1.2905000000000004,,,,21,3,100,0,130,1
Cycle_0022,Cycle_Complete,2004-01-01 00:22:00,hydraulic_system,,,,,,,,,,,,,,48.531,48.625,0.19500000000000028,21,3,100,0,130,1
Cycle_0023,Cycle_Start,2004-01-01 00:22:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,22,3,100,0,130,1
Cycle_0023,System_Initialization,2004-01-01 00:22:05,hydraulic_system,,,,,,-0.058599999999999854,48.535,,,,,,,,,,22,3,100,0,130,1
Cycle_0023,Load_Application,2004-01-01 00:22:15,hydraulic_system,,,,,,,,48.0373,0.6025999999999999,,,,,,,,22,3,100,0,130,1
Cycle_0023,Steady_State_Reached,2004-01-01 00:22:35,hydraulic_system,,,,,,,,,,48.6537,0.15909308595913235,,,,,,22,3,100,0,130,1
Cycle_0023,Cooling_Active,2004-01-01 00:22:30,cooler,,,,,,,,,,,,17.95565,1.2976833333333333,,,,22,3,100,0,130,1
Cycle_0023,Cycle_Complete,2004-01-01 00:23:00,hydraulic_system,,,,,,,,,,,,,,48.777,48.879,0.24200000000000443,22,3,100,0,130,1
Cycle_0024,Cycle_Start,2004-01-01 00:23:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,23,3,100,0,130,1
Cycle_0024,System_Initialization,2004-01-01 00:23:05,hydraulic_system,,,,,,-0.058599999999999854,48.789,,,,,,,,,,23,3,100,0,130,1
Cycle_0024,Load_Application,2004-01-01 00:23:15,hydraulic_system,,,,,,,,48.2675,0.6079,,,,,,,,23,3,100,0,130,1
Cycle_0024,Steady_State_Reached,2004-01-01 00:23:35,hydraulic_system,,,,,,,,,,48.85793333333334,0.1485128352103689,,,,,,23,3,100,0,130,1
Cycle_0024,Cooling_Active,2004-01-01 00:23:30,cooler,,,,,,,,,,,,17.929516666666668,1.302283333333333,,,,23,3,100,0,130,1
Cycle_0024,Cycle_Complete,2004-01-01 00:24:00,hydraulic_system,,,,,,,,,,,,,,48.961,49.043,0.17199999999999704,23,3,100,0,130,1
Cycle_0025,Cycle_Start,2004-01-01 00:24:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,24,3,100,0,130,1
Cycle_0025,System_Initialization,2004-01-01 00:24:05,hydraulic_system,,,,,,-0.05700000000000003,48.957,,,,,,,,,,24,3,100,0,130,1
Cycle_0025,Load_Application,2004-01-01 00:24:15,hydraulic_system,,,,,,,,48.4786,0.6228,,,,,,,,24,3,100,0,130,1
Cycle_0025,Steady_State_Reached,2004-01-01 00:24:35,hydraulic_system,,,,,,,,,,49.08033333333333,0.15818519385693308,,,,,,24,3,100,0,130,1
Cycle_0025,Cooling_Active,2004-01-01 00:24:30,cooler,,,,,,,,,,,,17.960766666666668,1.310466666666667,,,,24,3,100,0,130,1
Cycle_0025,Cycle_Complete,2004-01-01 00:25:00,hydraulic_system,,,,,,,,,,,,,,49.109,49.293,0.15200000000000102,24,3,100,0,130,1
Cycle_0026,Cycle_Start,2004-01-01 00:25:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,25,3,100,0,130,1
Cycle_0026,System_Initialization,2004-01-01 00:25:05,hydraulic_system,,,,,,-0.05039999999999978,49.117,,,,,,,,,,25,3,100,0,130,1
Cycle_0026,Load_Application,2004-01-01 00:25:15,hydraulic_system,,,,,,,,48.673899999999996,0.6176999999999999,,,,,,,,25,3,100,0,130,1
Cycle_0026,Steady_State_Reached,2004-01-01 00:25:35,hydraulic_system,,,,,,,,,,49.248599999999996,0.16515439241307903,,,,,,25,3,100,0,130,1
Cycle_0026,Cooling_Active,2004-01-01 00:25:30,cooler,,,,,,,,,,,,18.28901666666666,1.3448,,,,25,3,100,0,130,1
Cycle_0026,Cycle_Complete,2004-01-01 00:26:00,hydraulic_system,,,,,,,,,,,,,,49.332,49.453,0.2150000000000034,25,3,100,0,130,1
Cycle_0027,Cycle_Start,2004-01-01 00:26:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,26,3,100,0,130,1
Cycle_0027,System_Initialization,2004-01-01 00:26:05,hydraulic_system,,,,,,-0.052300000000000325,49.332,,,,,,,,,,26,3,100,0,130,1
Cycle_0027,Load_Application,2004-01-01 00:26:15,hydraulic_system,,,,,,,,48.875699999999995,0.6215999999999999,,,,,,,,26,3,100,0,130,1
Cycle_0027,Steady_State_Reached,2004-01-01 00:26:35,hydraulic_system,,,,,,,,,,49.464000000000006,0.17170595019781137,,,,,,26,3,100,0,130,1
Cycle_0027,Cooling_Active,2004-01-01 00:26:30,cooler,,,,,,,,,,,,18.268216666666664,1.3485833333333335,,,,26,3,100,0,130,1
Cycle_0027,Cycle_Complete,2004-01-01 00:27:00,hydraulic_system,,,,,,,,,,,,,,49.598,49.629,0.26599999999999824,26,3,100,0,130,1
Cycle_0028,Cycle_Start,2004-01-01 00:27:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,27,3,100,0,130,1
Cycle_0028,System_Initialization,2004-01-01 00:27:05,hydraulic_system,,,,,,-0.06409999999999982,49.602,,,,,,,,,,27,3,100,0,130,1
Cycle_0028,Load_Application,2004-01-01 00:27:15,hydraulic_system,,,,,,,,49.0803,0.6091000000000001,,,,,,,,27,3,100,0,130,1
Cycle_0028,Steady_State_Reached,2004-01-01 00:27:35,hydraulic_system,,,,,,,,,,49.63453333333333,0.13933502391318936,,,,,,27,3,100,0,130,1
Cycle_0028,Cooling_Active,2004-01-01 00:27:30,cooler,,,,,,,,,,,,18.646099999999997,1.3834166666666663,,,,27,3,100,0,130,1
Cycle_0028,Cycle_Complete,2004-01-01 00:28:00,hydraulic_system,,,,,,,,,,,,,,49.758,49.773,0.1560000000000059,27,3,100,0,130,1
Cycle_0029,Cycle_Start,2004-01-01 00:28:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,28,3,100,0,130,1
Cycle_0029,System_Initialization,2004-01-01 00:28:05,hydraulic_system,,,,,,-0.06099999999999994,49.719,,,,,,,,,,28,3,100,0,130,1
Cycle_0029,Load_Application,2004-01-01 00:28:15,hydraulic_system,,,,,,,,49.212,0.6262000000000001,,,,,,,,28,3,100,0,130,1
Cycle_0029,Steady_State_Reached,2004-01-01 00:28:35,hydraulic_system,,,,,,,,,,49.824,0.17280721435557397,,,,,,28,3,100,0,130,1
Cycle_0029,Cooling_Active,2004-01-01 00:28:30,cooler,,,,,,,,,,,,18.25821666666667,1.3594166666666667,,,,28,3,100,0,130,1
Cycle_0029,Cycle_Complete,2004-01-01 00:29:00,hydraulic_system,,,,,,,,,,,,,,49.875,50.012,0.1559999999999988,28,3,100,0,130,1
Cycle_0030,Cycle_Start,2004-01-01 00:29:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,29,3,100,0,130,1
Cycle_0030,System_Initialization,2004-01-01 00:29:05,hydraulic_system,,,,,,-0.05820000000000007,49.875,,,,,,,,,,29,3,100,0,130,1
