type,sensor_id,case_id,severity,confidence,description,nan_percentage,affected_samples,activity,num_affected_sensors,event_nan_pct
missing_data,sensor_37,S1_Drill,high,0.95,Sensor sensor_37 has 100.0% missing data in S1_Drill,99.99818069351963,54965.0,,,
missing_data,sensor_35,S2_ADL1,high,0.95,Sensor sensor_35 has 100.0% missing data in S2_ADL1,99.99766338762063,42796.0,,,
missing_data,sensor_36,S2_ADL1,high,0.95,Sensor sensor_36 has 100.0% missing data in S2_ADL1,99.99766338762063,42796.0,,,
missing_data,sensor_37,S2_ADL1,high,0.95,Sensor sensor_37 has 100.0% missing data in S2_ADL1,99.99766338762063,42796.0,,,
missing_data,sensor_35,S2_ADL5,high,0.95,Sensor sensor_35 has 99.5% missing data in S2_ADL5,99.51297681141206,31671.0,,,
missing_data,sensor_36,S2_ADL5,high,0.95,Sensor sensor_36 has 99.5% missing data in S2_ADL5,99.51297681141206,31671.0,,,
missing_data,sensor_37,S2_ADL5,high,0.95,Sensor sensor_37 has 99.5% missing data in S2_ADL5,99.51297681141206,31671.0,,,
missing_data,sensor_35,S2_Drill,high,0.95,Sensor sensor_35 has 100.0% missing data in S2_Drill,99.99812727068431,53397.0,,,
missing_data,sensor_36,S2_Drill,high,0.95,Sensor sensor_36 has 100.0% missing data in S2_Drill,99.99812727068431,53397.0,,,
missing_data,sensor_37,S2_Drill,high,0.95,Sensor sensor_37 has 100.0% missing data in S2_Drill,99.99812727068431,53397.0,,,
missing_data,sensor_35,S3_ADL3,medium,0.95,Sensor sensor_35 has 50.3% missing data in S3_ADL3,50.338735636486135,13449.0,,,
missing_data,sensor_36,S3_ADL3,medium,0.95,Sensor sensor_36 has 50.3% missing data in S3_ADL3,50.338735636486135,13449.0,,,
missing_data,sensor_37,S3_ADL3,medium,0.95,Sensor sensor_37 has 50.3% missing data in S3_ADL3,50.338735636486135,13449.0,,,
missing_data,sensor_160,S4_ADL1,medium,0.95,Sensor sensor_160 has 80.6% missing data in S4_ADL1,80.5617004905261,33504.0,,,
missing_data,sensor_161,S4_ADL1,medium,0.95,Sensor sensor_161 has 80.6% missing data in S4_ADL1,80.5617004905261,33504.0,,,
missing_data,sensor_162,S4_ADL1,medium,0.95,Sensor sensor_162 has 80.6% missing data in S4_ADL1,80.5617004905261,33504.0,,,
missing_data,sensor_163,S4_ADL1,medium,0.95,Sensor sensor_163 has 80.6% missing data in S4_ADL1,80.5617004905261,33504.0,,,
missing_data,sensor_164,S4_ADL1,medium,0.95,Sensor sensor_164 has 80.6% missing data in S4_ADL1,80.5617004905261,33504.0,,,
missing_data,sensor_14,S4_ADL3,high,0.95,Sensor sensor_14 has 99.6% missing data in S4_ADL3,99.58220595257042,25027.0,,,
missing_data,sensor_15,S4_ADL3,high,0.95,Sensor sensor_15 has 99.6% missing data in S4_ADL3,99.58220595257042,25027.0,,,
missing_data,sensor_16,S4_ADL3,high,0.95,Sensor sensor_16 has 99.6% missing data in S4_ADL3,99.58220595257042,25027.0,,,
missing_data,sensor_195,S4_ADL3,high,0.95,Sensor sensor_195 has 100.0% missing data in S4_ADL3,100.0,25132.0,,,
missing_data,sensor_196,S4_ADL3,high,0.95,Sensor sensor_196 has 100.0% missing data in S4_ADL3,100.0,25132.0,,,
missing_data,sensor_197,S4_ADL3,high,0.95,Sensor sensor_197 has 100.0% missing data in S4_ADL3,100.0,25132.0,,,
missing_data,sensor_198,S4_ADL3,high,0.95,Sensor sensor_198 has 100.0% missing data in S4_ADL3,100.0,25132.0,,,
missing_data,sensor_199,S4_ADL3,high,0.95,Sensor sensor_199 has 100.0% missing data in S4_ADL3,100.0,25132.0,,,
missing_data,sensor_200,S4_ADL3,high,0.95,Sensor sensor_200 has 100.0% missing data in S4_ADL3,100.0,25132.0,,,
missing_data,sensor_201,S4_ADL3,high,0.95,Sensor sensor_201 has 100.0% missing data in S4_ADL3,100.0,25132.0,,,
missing_data,sensor_202,S4_ADL3,high,0.95,Sensor sensor_202 has 100.0% missing data in S4_ADL3,100.0,25132.0,,,
missing_data,sensor_203,S4_ADL3,high,0.95,Sensor sensor_203 has 100.0% missing data in S4_ADL3,100.0,25132.0,,,
missing_data,sensor_204,S4_ADL3,high,0.95,Sensor sensor_204 has 100.0% missing data in S4_ADL3,100.0,25132.0,,,
missing_data,sensor_205,S4_ADL3,high,0.95,Sensor sensor_205 has 100.0% missing data in S4_ADL3,100.0,25132.0,,,
missing_data,sensor_206,S4_ADL3,high,0.95,Sensor sensor_206 has 100.0% missing data in S4_ADL3,100.0,25132.0,,,
missing_data,sensor_207,S4_ADL3,high,0.95,Sensor sensor_207 has 100.0% missing data in S4_ADL3,100.0,25132.0,,,
missing_data,sensor_14,S4_ADL4,high,0.95,Sensor sensor_14 has 100.0% missing data in S4_ADL4,99.99550157444894,22229.0,,,
missing_data,sensor_15,S4_ADL4,high,0.95,Sensor sensor_15 has 100.0% missing data in S4_ADL4,99.99550157444894,22229.0,,,
missing_data,sensor_16,S4_ADL4,high,0.95,Sensor sensor_16 has 100.0% missing data in S4_ADL4,99.99550157444894,22229.0,,,
missing_data,sensor_155,S4_ADL5,medium,0.95,Sensor sensor_155 has 81.3% missing data in S4_ADL5,81.29197104202836,24816.0,,,
missing_data,sensor_156,S4_ADL5,medium,0.95,Sensor sensor_156 has 81.3% missing data in S4_ADL5,81.29197104202836,24816.0,,,
missing_data,sensor_157,S4_ADL5,medium,0.95,Sensor sensor_157 has 81.3% missing data in S4_ADL5,81.29197104202836,24816.0,,,
missing_data,sensor_158,S4_ADL5,medium,0.95,Sensor sensor_158 has 81.3% missing data in S4_ADL5,81.29197104202836,24816.0,,,
missing_data,sensor_159,S4_ADL5,medium,0.95,Sensor sensor_159 has 81.3% missing data in S4_ADL5,81.29197104202836,24816.0,,,
missing_data,sensor_140,S4_Drill,high,0.95,Sensor sensor_140 has 100.0% missing data in S4_Drill,100.0,45460.0,,,
missing_data,sensor_141,S4_Drill,high,0.95,Sensor sensor_141 has 100.0% missing data in S4_Drill,100.0,45460.0,,,
missing_data,sensor_142,S4_Drill,high,0.95,Sensor sensor_142 has 100.0% missing data in S4_Drill,100.0,45460.0,,,
missing_data,sensor_143,S4_Drill,high,0.95,Sensor sensor_143 has 100.0% missing data in S4_Drill,100.0,45460.0,,,
missing_data,sensor_144,S4_Drill,high,0.95,Sensor sensor_144 has 100.0% missing data in S4_Drill,100.0,45460.0,,,
missing_data,sensor_170,S4_Drill,high,0.95,Sensor sensor_170 has 100.0% missing data in S4_Drill,100.0,45460.0,,,
missing_data,sensor_171,S4_Drill,high,0.95,Sensor sensor_171 has 100.0% missing data in S4_Drill,100.0,45460.0,,,
missing_data,sensor_172,S4_Drill,high,0.95,Sensor sensor_172 has 100.0% missing data in S4_Drill,100.0,45460.0,,,
missing_data,sensor_173,S4_Drill,high,0.95,Sensor sensor_173 has 100.0% missing data in S4_Drill,100.0,45460.0,,,
missing_data,sensor_174,S4_Drill,high,0.95,Sensor sensor_174 has 100.0% missing data in S4_Drill,100.0,45460.0,,,
missing_data,sensor_175,S4_Drill,high,0.95,Sensor sensor_175 has 100.0% missing data in S4_Drill,100.0,45460.0,,,
missing_data,sensor_176,S4_Drill,high,0.95,Sensor sensor_176 has 100.0% missing data in S4_Drill,100.0,45460.0,,,
missing_data,sensor_177,S4_Drill,high,0.95,Sensor sensor_177 has 100.0% missing data in S4_Drill,100.0,45460.0,,,
missing_data,sensor_178,S4_Drill,high,0.95,Sensor sensor_178 has 100.0% missing data in S4_Drill,100.0,45460.0,,,
missing_data,sensor_179,S4_Drill,high,0.95,Sensor sensor_179 has 100.0% missing data in S4_Drill,100.0,45460.0,,,
missing_data,sensor_190,S4_Drill,high,0.95,Sensor sensor_190 has 100.0% missing data in S4_Drill,100.0,45460.0,,,
missing_data,sensor_191,S4_Drill,high,0.95,Sensor sensor_191 has 100.0% missing data in S4_Drill,100.0,45460.0,,,
missing_data,sensor_192,S4_Drill,high,0.95,Sensor sensor_192 has 100.0% missing data in S4_Drill,100.0,45460.0,,,
missing_data,sensor_193,S4_Drill,high,0.95,Sensor sensor_193 has 100.0% missing data in S4_Drill,100.0,45460.0,,,
missing_data,sensor_194,S4_Drill,high,0.95,Sensor sensor_194 has 100.0% missing data in S4_Drill,100.0,45460.0,,,
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Open Fridge' affected by 6 problematic sensors,,,Open Fridge,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Close Fridge' affected by 6 problematic sensors,,,Close Fridge,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Open Door 2' affected by 6 problematic sensors,,,Open Door 2,6.0,2.6930749501282416
event_quality_degradation,sensor_35,S1_ADL1,high,0.8,Event 'Open Door 1' affected by 11 problematic sensors,,,Open Door 1,11.0,4.545454545454546
event_quality_degradation,sensor_35,S1_ADL1,high,0.8,Event 'Open Drawer 2' affected by 16 problematic sensors,,,Open Drawer 2,16.0,6.145027992535324
event_quality_degradation,sensor_35,S1_ADL1,high,0.8,Event 'Close Drawer 2' affected by 16 problematic sensors,,,Close Drawer 2,16.0,5.844155844155844
event_quality_degradation,sensor_35,S1_ADL1,high,0.8,Event 'Open Drawer 1' affected by 11 problematic sensors,,,Open Drawer 1,11.0,4.545454545454546
event_quality_degradation,sensor_35,S1_ADL1,high,0.8,Event 'Close Drawer 1' affected by 11 problematic sensors,,,Close Drawer 1,11.0,4.545454545454546
event_quality_degradation,sensor_35,S1_ADL1,high,0.8,Event 'Open Drawer 3' affected by 11 problematic sensors,,,Open Drawer 3,11.0,5.018939393939394
event_quality_degradation,sensor_35,S1_ADL1,high,0.8,Event 'Close Drawer 3' affected by 11 problematic sensors,,,Close Drawer 3,11.0,4.4846864365580945
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Close Door 2' affected by 6 problematic sensors,,,Close Door 2,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Toggle Switch' affected by 6 problematic sensors,,,Toggle Switch,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Open Door 1' affected by 6 problematic sensors,,,Open Door 1,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Close Door 1' affected by 6 problematic sensors,,,Close Door 1,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Close Door 1' affected by 6 problematic sensors,,,Close Door 1,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Open Door 2' affected by 6 problematic sensors,,,Open Door 2,6.0,2.706107639588793
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Open Drawer 2' affected by 6 problematic sensors,,,Open Drawer 2,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Close Drawer 2' affected by 6 problematic sensors,,,Close Drawer 2,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Open Drawer 1' affected by 6 problematic sensors,,,Open Drawer 1,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Close Drawer 1' affected by 6 problematic sensors,,,Close Drawer 1,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Open Fridge' affected by 6 problematic sensors,,,Open Fridge,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Close Fridge' affected by 6 problematic sensors,,,Close Fridge,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Drink from Cup' affected by 6 problematic sensors,,,Drink from Cup,6.0,2.5474131753690346
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Drink from Cup' affected by 6 problematic sensors,,,Drink from Cup,6.0,2.576668260364729
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Drink from Cup' affected by 6 problematic sensors,,,Drink from Cup,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Drink from Cup' affected by 6 problematic sensors,,,Drink from Cup,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Open Fridge' affected by 6 problematic sensors,,,Open Fridge,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Open Drawer 1' affected by 6 problematic sensors,,,Open Drawer 1,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Close Drawer 1' affected by 6 problematic sensors,,,Close Drawer 1,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Open Drawer 2' affected by 6 problematic sensors,,,Open Drawer 2,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Close Drawer 2' affected by 6 problematic sensors,,,Close Drawer 2,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Open Fridge' affected by 6 problematic sensors,,,Open Fridge,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Close Fridge' affected by 6 problematic sensors,,,Close Fridge,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Open Drawer 3' affected by 6 problematic sensors,,,Open Drawer 3,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Close Drawer 3' affected by 6 problematic sensors,,,Close Drawer 3,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Open Fridge' affected by 6 problematic sensors,,,Open Fridge,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Close Fridge' affected by 6 problematic sensors,,,Close Fridge,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Open Dishwasher' affected by 6 problematic sensors,,,Open Dishwasher,6.0,2.8967359545871942
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Close Dishwasher' affected by 6 problematic sensors,,,Close Dishwasher,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Open Drawer 2' affected by 6 problematic sensors,,,Open Drawer 2,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Close Drawer 2' affected by 6 problematic sensors,,,Close Drawer 2,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Open Drawer 3' affected by 6 problematic sensors,,,Open Drawer 3,6.0,2.7183112615752263
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Close Drawer 3' affected by 6 problematic sensors,,,Close Drawer 3,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Open Door 1' affected by 6 problematic sensors,,,Open Door 1,6.0,2.496205093607691
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Close Door 2' affected by 6 problematic sensors,,,Close Door 2,6.0,2.7138708956890776
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Clean Table' affected by 6 problematic sensors,,,Clean Table,6.0,2.769775678866588
event_quality_degradation,sensor_23,S1_ADL1,medium,0.8,Event 'Clean Table' affected by 9 problematic sensors,,,Clean Table,9.0,3.4372652141247184
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Open Door 2' affected by 6 problematic sensors,,,Open Door 2,6.0,2.479338842975207
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Close Door 1' affected by 6 problematic sensors,,,Close Door 1,6.0,2.6352721035396853
event_quality_degradation,sensor_35,S1_ADL1,medium,0.8,Event 'Close Door 2' affected by 6 problematic sensors,,,Close Door 2,6.0,2.6362590229103464
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Open Door 1' affected by 6 problematic sensors,,,Open Door 1,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Toggle Switch' affected by 6 problematic sensors,,,Toggle Switch,6.0,2.866735537190083
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Toggle Switch' affected by 6 problematic sensors,,,Toggle Switch,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Open Drawer 3' affected by 6 problematic sensors,,,Open Drawer 3,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Close Drawer 3' affected by 6 problematic sensors,,,Close Drawer 3,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Open Drawer 2' affected by 6 problematic sensors,,,Open Drawer 2,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Close Drawer 2' affected by 6 problematic sensors,,,Close Drawer 2,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Open Door 2' affected by 6 problematic sensors,,,Open Door 2,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Close Door 1' affected by 6 problematic sensors,,,Close Door 1,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Open Drawer 3' affected by 6 problematic sensors,,,Open Drawer 3,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Close Drawer 3' affected by 6 problematic sensors,,,Close Drawer 3,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Open Drawer 1' affected by 6 problematic sensors,,,Open Drawer 1,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Close Drawer 1' affected by 6 problematic sensors,,,Close Drawer 1,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Close Door 2' affected by 6 problematic sensors,,,Close Door 2,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Open Fridge' affected by 6 problematic sensors,,,Open Fridge,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Close Fridge' affected by 6 problematic sensors,,,Close Fridge,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Toggle Switch' affected by 6 problematic sensors,,,Toggle Switch,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Open Door 2' affected by 6 problematic sensors,,,Open Door 2,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Open Door 1' affected by 6 problematic sensors,,,Open Door 1,6.0,2.617890131259115
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Close Door 1' affected by 6 problematic sensors,,,Close Door 1,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Toggle Switch' affected by 6 problematic sensors,,,Toggle Switch,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Close Door 2' affected by 6 problematic sensors,,,Close Door 2,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Open Drawer 1' affected by 6 problematic sensors,,,Open Drawer 1,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Close Drawer 1' affected by 6 problematic sensors,,,Close Drawer 1,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Open Drawer 1' affected by 6 problematic sensors,,,Open Drawer 1,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Close Drawer 1' affected by 6 problematic sensors,,,Close Drawer 1,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Open Fridge' affected by 6 problematic sensors,,,Open Fridge,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Close Fridge' affected by 6 problematic sensors,,,Close Fridge,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Drink from Cup' affected by 6 problematic sensors,,,Drink from Cup,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Drink from Cup' affected by 6 problematic sensors,,,Drink from Cup,6.0,2.6255007398318235
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Drink from Cup' affected by 6 problematic sensors,,,Drink from Cup,6.0,2.8617244356728753
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Drink from Cup' affected by 6 problematic sensors,,,Drink from Cup,6.0,2.7529965519128674
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Drink from Cup' affected by 6 problematic sensors,,,Drink from Cup,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Drink from Cup' affected by 6 problematic sensors,,,Drink from Cup,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Open Door 2' affected by 6 problematic sensors,,,Open Door 2,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Open Fridge' affected by 6 problematic sensors,,,Open Fridge,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Close Fridge' affected by 6 problematic sensors,,,Close Fridge,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Open Door 1' affected by 6 problematic sensors,,,Open Door 1,6.0,2.479338842975207
event_quality_degradation,sensor_14,S1_ADL2,medium,0.8,Event 'Open Drawer 3' affected by 6 problematic sensors,,,Open Drawer 3,6.0,2.479338842975207
