case_id,activity,start_time,end_time,duration_ms,posture,nan_percentage,movement_intensity,gesture_id
S1_ADL1,Open Drawer 2,1970-01-01 00:17:54.323,1970-01-01 00:17:55.156,833.0,Stand,2.479338842975207,1000.8824126259586,406511
S1_ADL1,Close Drawer 2,1970-01-01 00:17:57.389,1970-01-01 00:17:59.589,2200.0,Stand,2.479338842975207,1001.1457621883728,404511
S1_ADL1,Open Fridge,1970-01-01 00:18:32.789,1970-01-01 00:18:35.722,2933.0,Stand,2.479338842975207,1005.0451092432685,406520
S1_ADL1,Close Fridge,1970-01-01 00:18:37.122,1970-01-01 00:18:39.055,1933.0,Stand,2.479338842975207,1002.6899732112672,404520
S1_ADL1,Open Drawer 3,1970-01-01 00:18:57.222,1970-01-01 00:18:59.422,2200.0,Stand,2.479338842975207,1010.6889857905908,406508
S1_ADL1,Close Drawer 3,1970-01-01 00:19:02.389,1970-01-01 00:19:04.522,2133.0,Stand,2.479338842975207,1011.670013817693,404508
S1_ADL1,Open Fridge,1970-01-01 00:23:21.453,1970-01-01 00:23:23.286,1833.0,Stand,2.479338842975207,1011.5232968047754,406520
S1_ADL1,Close Fridge,1970-01-01 00:23:35.319,1970-01-01 00:23:36.986,1667.0,Stand,2.479338842975207,998.98425009423,404520
S1_ADL1,Open Dishwasher,1970-01-01 00:23:46.919,1970-01-01 00:23:50.219,3300.0,Stand,2.8967359545871942,1017.6820790931287,406505
S1_ADL1,Close Dishwasher,1970-01-01 00:24:31.419,1970-01-01 00:24:34.985,3566.0,Stand,2.479338842975207,1012.2485540983616,404505
S1_ADL1,Open Drawer 2,1970-01-01 00:24:54.852,1970-01-01 00:24:56.285,1433.0,Stand,2.479338842975207,995.8794740823237,406511
S1_ADL1,Close Drawer 2,1970-01-01 00:24:56.318,1970-01-01 00:24:57.618,1300.0,Stand,2.479338842975207,988.286536013463,404511
S1_ADL1,Open Drawer 3,1970-01-01 00:24:57.652,1970-01-01 00:25:00.418,2766.0,Stand,2.7183112615752263,1012.6490428031598,406508
S1_ADL1,Close Drawer 3,1970-01-01 00:25:01.318,1970-01-01 00:25:04.085,2767.0,Stand,2.479338842975207,1002.1722387849634,404508
S1_ADL1,Open Door 1,1970-01-01 00:25:09.118,1970-01-01 00:25:14.018,4900.0,Stand,2.496205093607691,1001.0059894067491,406516
S1_ADL1,Close Door 2,1970-01-01 00:25:18.318,1970-01-01 00:25:22.018,3700.0,Stand,2.7138708956890776,1014.2694338573027,404517
S1_ADL1,Clean Table,1970-01-01 00:25:36.751,1970-01-01 00:25:42.585,5834.0,Stand,2.769775678866588,1003.1418955673513,408512
S1_ADL1,Clean Table,1970-01-01 00:25:48.485,1970-01-01 00:25:49.218,733.0,Stand,3.4372652141247184,1014.5117101979279,408512
S1_ADL1,Open Door 2,1970-01-01 00:26:07.784,1970-01-01 00:26:12.151,4367.0,Stand,2.479338842975207,1001.2224649608385,406517
S1_ADL1,Close Door 1,1970-01-01 00:26:14.618,1970-01-01 00:26:19.918,5300.0,Stand,2.6352721035396853,1010.7571345266707,404516
S1_ADL1,Close Door 2,1970-01-01 00:26:23.717,1970-01-01 00:26:28.984,5267.0,Stand,2.6362590229103464,1010.2390304496568,404517
S1_ADL2,Open Door 1,1970-01-01 00:01:41.299,1970-01-01 00:01:45.432,4133.0,Stand,2.479338842975207,1008.8761377925053,406516
S1_ADL2,Toggle Switch,1970-01-01 00:01:48.899,1970-01-01 00:01:51.032,2133.0,Stand,2.866735537190083,1011.0215524776527,405506
S1_ADL2,Toggle Switch,1970-01-01 00:01:51.099,1970-01-01 00:01:52.199,1100.0,Stand,2.479338842975207,1002.2020567138466,405506
S1_ADL2,Open Drawer 3,1970-01-01 00:01:52.232,1970-01-01 00:01:55.866,3634.0,Stand,2.479338842975207,1003.6475055608404,406508
S1_ADL2,Close Drawer 3,1970-01-01 00:01:55.899,1970-01-01 00:01:57.932,2033.0,Stand,2.479338842975207,1003.1667039576276,404508
S1_ADL2,Open Drawer 2,1970-01-01 00:01:58.965,1970-01-01 00:02:01.899,2934.0,Stand,2.479338842975207,1001.201536947694,406511
S1_ADL2,Close Drawer 2,1970-01-01 00:02:02.232,1970-01-01 00:02:04.932,2700.0,Stand,2.479338842975207,1003.6051827994515,404511
S1_ADL2,Open Door 2,1970-01-01 00:02:09.399,1970-01-01 00:02:14.965,5566.0,Stand,2.479338842975207,1011.3801086784031,406517
S1_ADL2,Close Door 1,1970-01-01 00:02:18.732,1970-01-01 00:02:23.399,4667.0,Stand,2.479338842975207,1000.4010358988079,404516
S1_ADL2,Open Drawer 3,1970-01-01 00:02:28.399,1970-01-01 00:02:32.398,3999.0,Stand,2.479338842975207,1004.0760579876239,406508
S1_ADL2,Close Drawer 3,1970-01-01 00:02:32.932,1970-01-01 00:02:35.698,2766.0,Stand,2.479338842975207,1001.8795327408288,404508
S1_ADL2,Open Drawer 1,1970-01-01 00:02:35.732,1970-01-01 00:02:37.998,2266.0,Stand,2.479338842975207,1002.889938345211,406519
S1_ADL2,Close Drawer 1,1970-01-01 00:02:39.398,1970-01-01 00:02:42.398,3000.0,Stand,2.479338842975207,1002.8127156373303,404519
S1_ADL2,Close Door 2,1970-01-01 00:02:46.332,1970-01-01 00:02:51.032,4700.0,Stand,2.479338842975207,1007.3870699179434,404517
S1_ADL2,Open Fridge,1970-01-01 00:02:55.698,1970-01-01 00:02:59.598,3900.0,Stand,2.479338842975207,1002.9097785330586,406520
S1_ADL2,Close Fridge,1970-01-01 00:03:00.265,1970-01-01 00:03:03.032,2767.0,Stand,2.479338842975207,1000.3170613785568,404520
S1_ADL2,Toggle Switch,1970-01-01 00:03:12.898,1970-01-01 00:03:15.398,2500.0,Stand,2.479338842975207,1008.2478065529777,405506
S1_ADL2,Open Door 2,1970-01-01 00:03:20.531,1970-01-01 00:03:24.998,4467.0,Stand,2.479338842975207,1019.227798845973,406517
S1_ADL2,Open Door 1,1970-01-01 00:03:27.431,1970-01-01 00:03:33.098,5667.0,Stand,2.617890131259115,1008.717732912126,406516
S1_ADL2,Close Door 1,1970-01-01 00:05:36.630,1970-01-01 00:05:40.897,4267.0,Walk,2.479338842975207,1008.2616021205528,404516
S1_ADL2,Toggle Switch,1970-01-01 00:05:44.897,1970-01-01 00:05:46.130,1233.0,Stand,2.479338842975207,1000.1321182087688,405506
S1_ADL2,Close Door 2,1970-01-01 00:05:51.896,1970-01-01 00:05:56.830,4934.0,Stand,2.479338842975207,1004.855291945966,404517
S1_ADL2,Open Drawer 1,1970-01-01 00:06:02.696,1970-01-01 00:06:04.763,2067.0,Stand,2.479338842975207,1020.5793604850828,406519
S1_ADL2,Close Drawer 1,1970-01-01 00:06:04.796,1970-01-01 00:06:05.496,700.0,Stand,2.479338842975207,1010.5958417669717,404519
S1_ADL2,Open Drawer 1,1970-01-01 00:06:05.530,1970-01-01 00:06:06.596,1066.0,Stand,2.479338842975207,1002.1588784315198,406519
S1_ADL2,Close Drawer 1,1970-01-01 00:06:06.630,1970-01-01 00:06:08.396,1766.0,Stand,2.479338842975207,997.9283940673334,404519
S1_ADL2,Open Fridge,1970-01-01 00:06:23.629,1970-01-01 00:06:25.796,2167.0,Stand,2.479338842975207,1013.208334566582,406520
S1_ADL2,Close Fridge,1970-01-01 00:06:28.229,1970-01-01 00:06:30.396,2167.0,Stand,2.479338842975207,1001.0201079623852,404520
S1_ADL2,Drink from Cup,1970-01-01 00:08:06.562,1970-01-01 00:08:15.328,8766.0,Sit,2.479338842975207,1002.3555849145406,407521
S1_ADL2,Drink from Cup,1970-01-01 00:08:17.695,1970-01-01 00:08:25.328,7633.0,Sit,2.6255007398318235,1001.6484328161094,407521
S1_ADL2,Drink from Cup,1970-01-01 00:08:29.228,1970-01-01 00:08:35.928,6700.0,Sit,2.8617244356728753,1001.639181827837,407521
S1_ADL2,Drink from Cup,1970-01-01 00:08:39.295,1970-01-01 00:08:44.328,5033.0,Sit,2.7529965519128674,1001.3971071462039,407521
S1_ADL2,Drink from Cup,1970-01-01 00:08:46.928,1970-01-01 00:08:52.428,5500.0,Sit,2.479338842975207,1001.7401313573683,407521
S1_ADL2,Drink from Cup,1970-01-01 00:08:54.895,1970-01-01 00:09:01.428,6533.0,Sit,2.479338842975207,1001.9532724010488,407521
S1_ADL2,Open Door 2,1970-01-01 00:09:10.528,1970-01-01 00:09:15.628,5100.0,Stand,2.479338842975207,1008.7823540545168,406517
S1_ADL2,Open Fridge,1970-01-01 00:09:21.828,1970-01-01 00:09:25.128,3300.0,Stand,2.479338842975207,1011.2234892616469,406520
S1_ADL2,Close Fridge,1970-01-01 00:09:41.861,1970-01-01 00:09:44.527,2666.0,Stand,2.479338842975207,999.3866127970738,404520
S1_ADL2,Open Door 1,1970-01-01 00:09:55.627,1970-01-01 00:09:59.027,3400.0,Stand,2.479338842975207,1021.0623842086072,406516
S1_ADL2,Open Drawer 3,1970-01-01 00:10:02.927,1970-01-01 00:10:05.294,2367.0,Stand,2.479338842975207,997.2061356072612,406508
S1_ADL2,Close Drawer 3,1970-01-01 00:10:08.027,1970-01-01 00:10:09.261,1234.0,Stand,2.479338842975207,1022.478773729923,404508
S1_ADL2,Open Drawer 1,1970-01-01 00:10:09.294,1970-01-01 00:10:10.727,1433.0,Stand,2.479338842975207,980.1350225736425,406519
S1_ADL2,Close Drawer 1,1970-01-01 00:10:12.427,1970-01-01 00:10:14.427,2000.0,Stand,2.479338842975207,999.8317196551599,404519
S1_ADL2,Open Drawer 2,1970-01-01 00:10:27.927,1970-01-01 00:10:29.660,1733.0,Stand,2.479338842975207,1017.3281687233538,406511
S1_ADL2,Close Drawer 2,1970-01-01 00:10:32.027,1970-01-01 00:10:33.227,1200.0,Stand,2.479338842975207,992.5948861056022,404511
S1_ADL2,Close Door 2,1970-01-01 00:11:15.793,1970-01-01 00:11:19.427,3634.0,Walk,2.6954280081886424,1001.6791884621048,404517
S1_ADL2,Open Fridge,1970-01-01 00:11:59.526,1970-01-01 00:12:01.493,1967.0,Stand,2.479338842975207,1028.6195914255093,406520
S1_ADL2,Close Fridge,1970-01-01 00:12:03.826,1970-01-01 00:12:06.926,3100.0,Stand,2.479338842975207,995.1729931823268,404520
S1_ADL2,Drink from Cup,1970-01-01 00:12:21.193,1970-01-01 00:12:25.393,4200.0,Sit,2.479338842975207,1001.527606152347,407521
S1_ADL2,Drink from Cup,1970-01-01 00:12:37.826,1970-01-01 00:12:45.092,7266.0,Sit,2.541890969747517,1001.7778048492803,407521
S1_ADL2,Drink from Cup,1970-01-01 00:12:51.826,1970-01-01 00:12:55.926,4100.0,Sit,2.479338842975207,1002.1302102991272,407521
S1_ADL2,Drink from Cup,1970-01-01 00:13:04.392,1970-01-01 00:13:08.992,4600.0,Sit,2.479338842975207,1002.2788454609724,407521
S1_ADL2,Drink from Cup,1970-01-01 00:13:13.925,1970-01-01 00:13:17.925,4000.0,Sit,2.871900826446281,1001.7728007503298,407521
S1_ADL2,Drink from Cup,1970-01-01 00:13:25.792,1970-01-01 00:13:31.125,5333.0,Sit,2.479338842975207,1001.6640854251384,407521
S1_ADL2,Drink from Cup,1970-01-01 00:13:33.925,1970-01-01 00:13:38.258,4333.0,Sit,2.479338842975207,1002.3869682083474,407521
S1_ADL2,Drink from Cup,1970-01-01 00:13:41.492,1970-01-01 00:13:44.892,3400.0,Sit,2.479338842975207,1002.4027638072293,407521
S1_ADL2,Open Fridge,1970-01-01 00:13:57.592,1970-01-01 00:14:00.258,2666.0,Stand,2.479338842975207,991.1546057701705,406520
S1_ADL2,Close Fridge,1970-01-01 00:14:11.825,1970-01-01 00:14:13.958,2133.0,Stand,2.479338842975207,1002.7382225340258,404520
S1_ADL2,Open Dishwasher,1970-01-01 00:14:27.325,1970-01-01 00:14:30.191,2866.0,Stand,2.767634057274649,1002.0863602258523,406505
S1_ADL2,Close Dishwasher,1970-01-01 00:15:07.491,1970-01-01 00:15:10.424,2933.0,Stand,2.9254320060105186,1014.998716896796,404505
S1_ADL2,Open Drawer 3,1970-01-01 00:15:23.757,1970-01-01 00:15:25.857,2100.0,Stand,4.868285123966942,1021.2923998822644,406508
S1_ADL2,Close Drawer 3,1970-01-01 00:15:25.891,1970-01-01 00:15:28.224,2333.0,Stand,4.545454545454546,1004.9822366376305,404508
S1_ADL2,Close Door 1,1970-01-01 00:15:32.091,1970-01-01 00:15:35.991,3900.0,Walk,4.40418167690895,1018.3476822103939,404516
S1_ADL2,Open Door 2,1970-01-01 00:15:58.624,1970-01-01 00:16:03.390,4766.0,Stand,4.539675200832225,1007.2305693365422,406517
S1_ADL2,Open Door 1,1970-01-01 00:16:08.590,1970-01-01 00:16:14.590,6000.0,Stand,4.361799816345271,1008.5637089899154,406516
S1_ADL2,Toggle Switch,1970-01-01 00:16:18.824,1970-01-01 00:16:20.924,2100.0,Stand,4.545454545454546,1004.0172230789499,405506
S1_ADL3,Toggle Switch,1970-01-01 00:01:20.933,1970-01-01 00:01:22.733,1800.0,Stand,1.423324150596878,994.6318722937759,405506
S1_ADL3,Close Door 1,1970-01-01 00:01:27.132,1970-01-01 00:01:31.932,4800.0,Stand,1.3429752066115703,1011.6985638207778,404516
S1_ADL3,Open Drawer 1,1970-01-01 00:01:36.932,1970-01-01 00:01:39.799,2867.0,Stand,1.4106583072100314,1003.9000126476927,406519
S1_ADL3,Close Drawer 1,1970-01-01 00:01:39.832,1970-01-01 00:01:42.699,2867.0,Stand,1.2396694214876034,1001.6060353031661,404519
S1_ADL3,Open Drawer 2,1970-01-01 00:01:42.732,1970-01-01 00:01:46.599,3867.0,Stand,1.6528925619834711,1000.9835743063331,406511
S1_ADL3,Close Drawer 2,1970-01-01 00:01:46.632,1970-01-01 00:01:49.032,2400.0,Stand,1.2396694214876034,1001.2138877216779,404511
S1_ADL3,Close Door 2,1970-01-01 00:01:53.832,1970-01-01 00:01:58.399,4567.0,Stand,1.5382759244736683,1006.7961494475552,404517
S1_ADL3,Open Fridge,1970-01-01 00:02:03.532,1970-01-01 00:02:06.032,2500.0,Stand,1.6694214876033058,1012.0274223784767,406520
S1_ADL3,Close Fridge,1970-01-01 00:02:07.399,1970-01-01 00:02:10.232,2833.0,Walk,1.2396694214876034,1003.3440042088365,404520
S1_ADL3,Open Drawer 3,1970-01-01 00:02:12.199,1970-01-01 00:02:15.299,3100.0,Stand,1.2396694214876034,1000.8640480024261,406508
S1_ADL3,Close Drawer 3,1970-01-01 00:02:16.032,1970-01-01 00:02:19.232,3200.0,Stand,1.2396694214876034,1000.7716854797305,404508
S1_ADL3,Open Door 2,1970-01-01 00:02:24.932,1970-01-01 00:02:29.632,4700.0,Stand,1.5561807631440125,1005.3231034309811,406517
S1_ADL3,Open Door 1,1970-01-01 00:02:35.132,1970-01-01 00:02:41.598,6466.0,Stand,1.2396694214876034,1007.8994093862391,406516
S1_ADL3,Open Fridge,1970-01-01 00:05:28.230,1970-01-01 00:05:31.063,2833.0,Stand,1.2396694214876034,1003.2740632587986,406520
S1_ADL3,Close Fridge,1970-01-01 00:05:33.930,1970-01-01 00:05:35.697,1767.0,Stand,1.2396694214876034,1006.7451716290686,404520
S1_ADL3,Drink from Cup,1970-01-01 00:07:25.329,1970-01-01 00:07:31.829,6500.0,Sit,1.2396694214876034,1002.2264665284612,407521
S1_ADL3,Drink from Cup,1970-01-01 00:07:34.929,1970-01-01 00:07:40.929,6000.0,Sit,1.2396694214876034,1002.8487271700284,407521
S1_ADL3,Drink from Cup,1970-01-01 00:07:42.929,1970-01-01 00:07:50.429,7500.0,Sit,1.2396694214876034,1002.2854625922331,407521
S1_ADL3,Drink from Cup,1970-01-01 00:07:51.629,1970-01-01 00:08:06.528,14899.0,Sit,1.2396694214876034,1002.0560582036074,407521
S1_ADL3,Drink from Cup,1970-01-01 00:08:08.528,1970-01-01 00:08:19.528,11000.0,Sit,1.3711495116453793,1002.2773066264331,407521
S1_ADL3,Open Fridge,1970-01-01 00:08:24.128,1970-01-01 00:08:26.795,2667.0,Stand,1.2396694214876034,1013.3187985796012,406520
S1_ADL3,Close Fridge,1970-01-01 00:08:29.795,1970-01-01 00:08:32.195,2400.0,Stand,1.2396694214876034,1000.5551121566119,404520
S1_ADL3,Open Door 1,1970-01-01 00:08:35.662,1970-01-01 00:08:38.595,2933.0,Walk,1.5043179496703503,1020.7289598930097,406516
S1_ADL3,Close Door 1,1970-01-01 00:08:38.628,1970-01-01 00:08:40.928,2300.0,Stand,1.2396694214876034,1005.1827519535063,404516
S1_ADL3,Open Drawer 3,1970-01-01 00:08:44.761,1970-01-01 00:08:47.928,3167.0,Stand,1.7616354936929102,1007.8993049804761,406508
S1_ADL3,Close Drawer 3,1970-01-01 00:08:50.828,1970-01-01 00:08:53.295,2467.0,Stand,1.2396694214876034,1004.4109931259493,404508
S1_ADL3,Open Drawer 1,1970-01-01 00:08:53.328,1970-01-01 00:08:55.628,2300.0,Stand,1.2396694214876034,1001.4947599410959,406519
S1_ADL3,Close Drawer 1,1970-01-01 00:08:57.128,1970-01-01 00:09:01.095,3967.0,Stand,1.2396694214876034,1002.7505142912544,404519
S1_ADL3,Open Dishwasher,1970-01-01 00:09:10.794,1970-01-01 00:09:13.194,2400.0,Stand,1.3946280991735538,1004.3341390563724,406505
S1_ADL3,Close Dishwasher,1970-01-01 00:09:15.494,1970-01-01 00:09:18.594,3100.0,Stand,1.2396694214876034,1001.1659579342536,404505
S1_ADL3,Open Drawer 2,1970-01-01 00:09:30.594,1970-01-01 00:09:33.394,2800.0,Stand,1.2987012987012987,1011.3607673364247,406511
S1_ADL3,Close Drawer 2,1970-01-01 00:09:36.428,1970-01-01 00:09:38.894,2466.0,Stand,1.2396694214876034,1002.1687628920208,404511
S1_ADL3,Open Fridge,1970-01-01 00:09:47.294,1970-01-01 00:09:49.794,2500.0,Stand,1.2396694214876034,1017.8947333418157,406520
S1_ADL3,Close Fridge,1970-01-01 00:09:57.527,1970-01-01 00:10:00.161,2634.0,Stand,1.2396694214876034,1001.4684330643656,404520
S1_ADL3,Open Door 2,1970-01-01 00:10:11.427,1970-01-01 00:10:16.827,5400.0,Stand,1.3927150290786654,1006.2072657661168,406517
S1_ADL3,Open Dishwasher,1970-01-01 00:14:02.925,1970-01-01 00:14:06.092,3167.0,Stand,1.2396694214876034,1000.2122605460565,406505
S1_ADL3,Open Fridge,1970-01-01 00:14:23.725,1970-01-01 00:14:26.558,2833.0,Stand,1.2396694214876034,1001.2310185651068,406520
S1_ADL3,Close Fridge,1970-01-01 00:14:34.225,1970-01-01 00:14:36.825,2600.0,Stand,1.2396694214876034,1008.9882202060835,404520
S1_ADL3,Close Dishwasher,1970-01-01 00:15:14.224,1970-01-01 00:15:17.891,3667.0,Stand,1.4650638617580767,1003.4772621802362,404505
S1_ADL3,Close Door 2,1970-01-01 00:15:20.324,1970-01-01 00:15:25.024,4700.0,Stand,1.5825567082820469,1018.6063635753974,404517
S1_ADL3,Open Drawer 3,1970-01-01 00:15:34.424,1970-01-01 00:15:37.257,2833.0,Stand,1.2396694214876034,1006.7291730025701,406508
S1_ADL3,Close Drawer 3,1970-01-01 00:15:38.124,1970-01-01 00:15:41.157,3033.0,Stand,1.2396694214876034,989.5642852957133,404508
S1_ADL3,Open Door 1,1970-01-01 00:15:45.024,1970-01-01 00:15:47.091,2067.0,Walk,1.6332152695789062,1007.0424127926078,406516
S1_ADL3,Close Door 1,1970-01-01 00:15:47.124,1970-01-01 00:15:51.024,3900.0,Stand,1.6634880271243908,1005.0682098674464,404516
S1_ADL3,Open Door 2,1970-01-01 00:15:54.724,1970-01-01 00:15:59.690,4966.0,Stand,1.5641466526152308,1004.5897893395993,406517
S1_ADL3,Clean Table,1970-01-01 00:16:08.924,1970-01-01 00:16:15.524,6600.0,Stand,1.4963686451289757,1007.683282908402,408512
S1_ADL3,Open Door 1,1970-01-01 00:16:25.590,1970-01-01 00:16:30.023,4433.0,Stand,1.4354066985645932,1004.4362214568172,406516
S1_ADL3,Close Door 2,1970-01-01 00:16:33.123,1970-01-01 00:16:38.023,4900.0,Stand,1.948051948051948,1004.1347948935277,404517
S1_ADL3,Toggle Switch,1970-01-01 00:16:42.523,1970-01-01 00:16:45.723,3200.0,Stand,1.2396694214876034,1005.3181909915629,405506
S1_ADL4,Toggle Switch,1970-01-01 00:01:22.299,1970-01-01 00:01:24.699,2400.0,Stand,1.2396694214876034,1000.5205535373667,405506
S1_ADL4,Open Drawer 2,1970-01-01 00:01:25.499,1970-01-01 00:01:28.199,2700.0,Stand,1.2396694214876034,1003.2153909222559,406511
S1_ADL4,Close Drawer 2,1970-01-01 00:01:28.232,1970-01-01 00:01:32.399,4167.0,Stand,1.5537190082644627,1002.4168727877709,404511
S1_ADL4,Open Door 2,1970-01-01 00:01:37.432,1970-01-01 00:01:43.032,5600.0,Stand,1.357733175914994,1011.2379295895275,406517
S1_ADL4,Open Fridge,1970-01-01 00:01:48.232,1970-01-01 00:01:50.932,2700.0,Stand,1.2396694214876034,984.451493110504,406520
S1_ADL4,Close Fridge,1970-01-01 00:01:53.032,1970-01-01 00:01:56.232,3200.0,Stand,1.2396694214876034,1001.056999861315,404520
S1_ADL4,Open Door 1,1970-01-01 00:02:01.132,1970-01-01 00:02:06.332,5200.0,Stand,1.2396694214876034,1004.1783026400138,406516
S1_ADL4,Close Door 2,1970-01-01 00:02:09.432,1970-01-01 00:02:15.399,5967.0,Stand,1.3781799713744864,1010.2660097137963,404517
S1_ADL4,Open Drawer 3,1970-01-01 00:02:19.932,1970-01-01 00:02:22.299,2367.0,Stand,1.2396694214876034,1016.5199264516588,406508
S1_ADL4,Close Drawer 3,1970-01-01 00:02:23.932,1970-01-01 00:02:25.799,1867.0,Stand,1.2396694214876034,1012.5775933557569,404508
S1_ADL4,Open Drawer 2,1970-01-01 00:02:26.032,1970-01-01 00:02:28.465,2433.0,Stand,1.2396694214876034,999.9844626025753,406511
S1_ADL4,Close Drawer 2,1970-01-01 00:02:28.499,1970-01-01 00:02:33.232,4733.0,Stand,1.2396694214876034,1001.4019640577551,404511
S1_ADL4,Close Door 1,1970-01-01 00:02:37.632,1970-01-01 00:02:42.998,5366.0,Stand,6.008418459011344,1013.744447302246,404516
S1_ADL4,Open Door 2,1970-01-01 00:02:46.132,1970-01-01 00:02:51.298,5166.0,Stand,6.6115702479338845,1010.3163981713896,406517
S1_ADL4,Toggle Switch,1970-01-01 00:02:55.198,1970-01-01 00:02:57.432,2234.0,Stand,6.6115702479338845,994.104641526395,405506
S1_ADL4,Open Door 1,1970-01-01 00:03:00.932,1970-01-01 00:03:05.931,4999.0,Stand,6.776859504132231,1016.6090813957351,406516
S1_ADL4,Close Door 1,1970-01-01 00:05:31.597,1970-01-01 00:05:36.663,5066.0,Stand,6.880709003914745,1012.0472786632079,404516
S1_ADL4,Toggle Switch,1970-01-01 00:05:38.797,1970-01-01 00:05:41.397,2600.0,Stand,6.6115702479338845,1006.2796230781643,405506
S1_ADL4,Close Door 2,1970-01-01 00:05:46.397,1970-01-01 00:05:49.730,3333.0,Stand,7.045454545454545,1019.604598796801,404517
S1_ADL4,Open Fridge,1970-01-01 00:06:09.096,1970-01-01 00:06:11.430,2334.0,Stand,6.6115702479338845,993.8892091394321,406520
S1_ADL4,Close Fridge,1970-01-01 00:06:13.696,1970-01-01 00:06:16.730,3034.0,Stand,6.6115702479338845,1013.4340666935835,404520
